SALESORDERID,SALESORDERITEM,PRODUCTID,NETAMOUNT,QUANTITY,DELIVERYDATE,PRECIO_UNITARIO
500000309,30,HB-1172,699.12,7,2019-06-19,99.87428571428572
500000309,40,EB-1131,1312.5,3,2019-06-19,437.5
500000309,50,MB-1031,567.88,10,2019-06-19,56.788
500000309,60,BX-1016,279.12,2,2019-06-19,139.56
500000310,10,EB-1132,1662.5,6,2019-06-25,277.0833333333333
500000310,20,RC-1054,4811.62,7,2019-06-25,687.3742857142857
500000311,10,DB-1082,1093.75,9,2019-05-24,121.52777777777777
500000311,20,CC-1023,1190.88,7,2019-05-24,170.1257142857143
500000311,30,EB-1131,1312.5,3,2019-05-24,437.5
500000311,40,CC-1022,1050.0,3,2019-05-24,350.0
500000311,50,EB-1133,1968.75,7,2019-05-24,281.25
500000312,10,MB-1031,567.88,10,2019-06-20,56.788
500000312,20,HB-1175,786.62,9,2019-06-20,87.40222222222222
500000312,30,RC-1052,3499.12,6,2019-06-20,583.1866666666666
500000312,40,DB-1082,1093.75,10,2019-06-20,109.375
500000312,50,BX-1012,349.12,10,2019-06-20,34.912
500000313,10,HB-1171,611.62,7,2019-06-03,87.37428571428572
500000313,20,CB-1162,350.0,5,2019-06-03,70.0
500000313,30,HB-1176,1049.12,3,2019-06-03,349.70666666666665
500000313,40,MB-1031,567.88,8,2019-06-03,70.985
500000313,50,HB-1172,699.12,4,2019-06-03,174.78
500000313,60,CC-1023,1190.88,4,2019-06-03,297.72
500000313,70,RC-1056,2186.62,10,2019-06-03,218.66199999999998
500000313,80,BX-1011,217.88,1,2019-06-03,217.88
500000313,90,CC-1022,1050.0,4,2019-06-03,262.5
500000313,100,EB-1134,4200.0,4,2019-06-03,1050.0
500000314,10,MB-1031,567.88,2,2019-06-27,283.94
500000314,20,CC-1022,1050.0,3,2019-06-27,350.0
500000314,30,BX-1013,392.88,7,2019-06-27,56.12571428571429
500000314,40,MB-1031,567.88,1,2019-06-27,567.88
500000314,50,DB-1083,1049.12,3,2019-06-27,349.70666666666665
500000314,60,CB-1162,350.0,3,2019-06-27,116.66666666666667
500000314,70,CB-1162,350.0,10,2019-06-27,35.0
500000314,80,CB-1162,350.0,3,2019-06-27,116.66666666666667
500000314,90,CC-1023,1190.88,7,2019-06-27,170.1257142857143
500000314,100,MB-1032,1136.62,9,2019-06-27,126.29111111111109
500000315,10,HB-1172,699.12,9,2019-06-16,77.68
500000315,20,RC-1057,4374.12,2,2019-06-16,2187.06
500000315,30,EB-1134,4200.0,2,2019-06-16,2100.0
500000315,40,RC-1055,1749.12,6,2019-06-16,291.52
500000316,10,CB-1163,252.0,10,2019-06-28,25.2
500000317,10,BX-1011,217.88,4,2019-06-08,54.47
500000317,20,EB-1132,1662.5,8,2019-06-08,207.8125
500000318,10,DB-1083,1049.12,7,2019-06-22,149.8742857142857
500000318,20,DB-1083,1049.12,2,2019-06-22,524.56
500000318,30,EB-1134,4200.0,9,2019-06-22,466.6666666666667
500000318,40,HB-1175,786.62,9,2019-06-22,87.40222222222222
500000318,50,RC-1053,4024.12,10,2019-06-22,402.412
500000318,60,DB-1081,1311.62,7,2019-06-22,187.3742857142857
500000318,70,HB-1171,611.62,8,2019-06-22,76.4525
500000319,10,RC-1054,4811.62,8,2019-06-19,601.4525
500000319,20,RC-1056,2186.62,2,2019-06-19,1093.31
500000319,30,MB-1031,567.88,7,2019-06-19,81.12571428571428
500000320,10,DB-1083,1049.12,4,2019-06-21,262.28
500000320,20,BX-1016,279.12,5,2019-06-21,55.824
500000320,30,BX-1013,392.88,8,2019-06-21,49.11
500000320,40,RO-1001,459.38,4,2019-06-21,114.845
500000320,50,CC-1023,1190.88,7,2019-06-21,170.1257142857143
500000320,60,CB-1161,349.12,4,2019-06-21,87.28
500000320,70,CC-1023,1190.88,10,2019-06-21,119.08800000000001
500000320,80,RO-1002,602.88,1,2019-06-21,602.88
500000321,10,CC-1022,1050.0,7,2019-06-05,150.0
500000321,20,DB-1081,1311.62,10,2019-06-05,131.16199999999998
500000321,30,HB-1172,699.12,8,2019-06-05,87.39
500000321,40,EB-1136,4375.0,8,2019-06-05,546.875
500000321,50,CC-1021,1001.0,6,2019-06-05,166.83333333333334
500000321,60,DB-1083,1049.12,7,2019-06-05,149.8742857142857
500000321,70,BX-1016,279.12,3,2019-06-05,93.04
500000321,80,EB-1136,4375.0,2,2019-06-05,2187.5
500000321,90,BX-1012,349.12,7,2019-06-05,49.87428571428571
500000321,100,RC-1057,4374.12,5,2019-06-05,874.824
500000322,10,EB-1131,1312.5,7,2019-06-17,187.5
500000322,20,MB-1032,1136.62,4,2019-06-17,284.155
500000322,30,BX-1013,392.88,5,2019-06-17,78.576
500000322,40,CB-1163,252.0,4,2019-06-17,63.0
500000322,50,HB-1173,567.88,7,2019-06-17,81.12571428571428
500000322,60,HB-1172,699.12,1,2019-06-17,699.12
500000322,70,CB-1163,252.0,2,2019-06-17,126.0
500000322,80,HB-1174,331.62,1,2019-06-17,331.62
500000322,90,CC-1023,1190.88,8,2019-06-17,148.86
500000322,100,HB-1171,611.62,10,2019-06-17,61.162
500000323,10,EB-1132,1662.5,2,2019-06-10,831.25
500000323,20,RC-1057,4374.12,9,2019-06-10,486.0133333333333
500000323,30,HB-1174,331.62,2,2019-06-10,165.81
500000323,40,EB-1135,2625.0,10,2019-06-10,262.5
500000323,50,EB-1133,1968.75,1,2019-06-10,1968.75
500000323,60,BX-1011,217.88,9,2019-06-10,24.20888888888889
500000323,70,MB-1033,3499.12,4,2019-06-10,874.78
500000324,10,MB-1034,2186.62,4,2019-06-06,546.655
500000324,20,BX-1016,279.12,2,2019-06-06,139.56
500000324,30,BX-1013,392.88,7,2019-06-06,56.12571428571429
500000325,10,MB-1033,3499.12,3,2019-06-14,1166.3733333333332
500000325,20,RO-1002,602.88,4,2019-06-14,150.72
500000325,30,EB-1137,6912.5,8,2019-06-14,864.0625
500000325,40,MB-1032,1136.62,2,2019-06-14,568.31
500000325,50,BX-1012,349.12,5,2019-06-14,69.824
500000325,60,CB-1162,350.0,4,2019-06-14,87.5
500000325,70,RO-1002,602.88,5,2019-06-14,120.576
500000326,10,EB-1136,4375.0,10,2019-06-06,437.5
500000326,20,BX-1016,279.12,1,2019-06-06,279.12
500000326,30,BX-1013,392.88,10,2019-06-06,39.288
500000327,10,BX-1013,392.88,5,2019-06-30,78.576
500000327,20,RO-1002,602.88,7,2019-06-30,86.12571428571428
500000327,30,DB-1082,1093.75,4,2019-06-30,273.4375
500000327,40,RC-1051,2186.62,2,2019-06-30,1093.31
500000328,10,HB-1174,331.62,4,2019-07-08,82.905
500000328,20,EB-1132,1662.5,5,2019-07-08,332.5
500000329,10,RC-1053,4024.12,9,2019-06-13,447.1244444444444
500000329,20,BX-1014,699.12,1,2019-06-13,699.12
500000329,30,CC-1022,1050.0,7,2019-06-13,150.0
500000329,40,RC-1053,4024.12,3,2019-06-13,1341.3733333333332
500000329,50,CC-1023,1190.88,9,2019-06-13,132.32000000000002
500000329,60,HB-1173,567.88,10,2019-06-13,56.788
500000329,70,DB-1081,1311.62,5,2019-06-13,262.32399999999996
500000330,10,BX-1012,349.12,1,2019-06-13,349.12
500000330,20,CB-1163,252.0,8,2019-06-13,31.5
500000330,30,EB-1137,6912.5,4,2019-06-13,1728.125
500000330,40,MB-1032,1136.62,8,2019-06-13,142.0775
500000330,50,RC-1057,4374.12,8,2019-06-13,546.765
500000330,60,HB-1171,611.62,6,2019-06-13,101.93666666666667
500000330,70,RC-1056,2186.62,10,2019-06-13,218.66199999999998
500000331,10,HB-1175,786.62,3,2019-06-30,262.20666666666665
500000331,20,RC-1051,2186.62,4,2019-06-30,546.655
500000332,10,HB-1171,611.62,10,2019-06-19,61.162
500000332,20,BX-1011,217.88,5,2019-06-19,43.576
500000332,30,CB-1163,252.0,7,2019-06-19,36.0
500000332,40,CC-1022,1050.0,3,2019-06-19,350.0
500000332,50,BX-1014,699.12,9,2019-06-19,77.68
500000332,60,RC-1052,3499.12,9,2019-06-19,388.7911111111111
500000332,70,RC-1055,1749.12,4,2019-06-19,437.28
500000332,80,RC-1054,4811.62,1,2019-06-19,4811.62
500000333,10,MB-1031,567.88,10,2019-07-09,56.788
500000333,20,BX-1013,392.88,3,2019-07-09,130.96
500000333,30,EB-1132,1662.5,3,2019-07-09,554.1666666666666
500000333,40,BX-1011,217.88,5,2019-07-09,43.576
500000333,50,BX-1015,261.62,6,2019-07-09,43.60333333333333
